Date,Mode,Category,Subcategory,Note,Amount,Expense,Currency
2016-10-12 09:55:32,Saving Bank account 1,Investment,Mutual fund,No Notes,1000.0,Expense,INR
2016-10-12 10:55:13,Cash,Food,Ice cream,chocobar,30.0,Expense,INR
2016-10-13 14:23:49,Saving Bank account 1,Other,misc,scratch guard ipad,249.0,Expense,INR
2016-10-14 11:58:20,Saving Bank account 1,Food,Grocery,sugar + biscuits,120.0,Expense,INR
2016-10-15 10:31:22,Saving Bank account 1,Food,Grocery,No Notes,430.0,Expense,INR
2016-10-17 17:30:26,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR
2016-10-22 20:23:46,Cash,Food,Eating out,pav vada,20.0,Expense,INR
2016-10-22 20:24:10,Cash,Food,Grocery,Khari,35.0,Expense,INR
2016-10-24 08:17:38,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR
2016-10-25 18:55:33,Cash,Food,snacks,egg roll,25.0,Expense,INR
2016-10-26 13:58:49,Saving Bank account 1,Health,Medicine,No Notes,617.0,Expense,INR
2016-10-27 10:40:00,Cash,Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR
2016-10-27 13:57:56,Saving Bank account 1,Other,gift,Undated Planner - June shop,1119.2,Expense,INR
2016-10-27 13:57:56,Cash,Food,Grocery,mehndi,25.0,Expense,INR
2016-10-27 13:57:56,Saving Bank account 1,Utilities,Mobile Service Provider,No Notes,251.0,Expense,INR
2016-10-28 07:19:00,Cash,Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR
2016-10-28 07:19:00,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR
2016-10-31 07:36:35,Saving Bank account 1,Entertainment,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR
2016-11-01 16:13:50,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-11-01 17:10:46,Saving Bank account 1,Investment,RD,No Notes,1000.0,Expense,INR
2016-11-03 10:15:48,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,INR
2016-11-03 13:52:38,Cash,Education,School supplies,Gel pens,20.0,Expense,INR
2016-11-03 17:15:12,Cash,Other,Pocket money,watch repair,250.0,Expense,INR
2016-11-04 15:28:17,Saving Bank account 1,Food,Grocery,No Notes,1279.0,Expense,INR
2016-11-04 18:56:58,Saving Bank account 1,Utilities,Mobile Service Provider,No Notes,251.0,Expense,INR
2016-11-08 13:26:59,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-11-09 08:46:37,Cash,Transportation,auto,meghdoot to plaza,20.0,Expense,INR
2016-11-09 11:10:57,Cash,Food,Grocery,badishop,70.0,Expense,INR
2016-11-09 17:55:44,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-11-12 08:45:01,Saving Bank account 1,Health,Medicine,eye drop maxmoist,257.0,Expense,INR
2016-11-12 08:45:53,Cash,Other,Pocket money,jeevan drop,45.0,Expense,INR
2016-11-12 17:07:04,Cash,Health,Hospital,Doctor Fees,200.0,Expense,INR
2016-11-14 20:02:26,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR
2016-11-14 20:03:10,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,Expense,INR
2016-11-15 20:22:40,Cash,Food,fruits,apple + mosambi 1kg each,180.0,Expense,INR
2016-11-15 20:23:12,Cash,Other,Pocket money,flowers,10.0,Expense,INR
2016-11-15 20:23:29,Cash,Food,Grocery,lemons,20.0,Expense,INR
2016-11-17 20:17:21,Cash,Food,snacks,single pav vada,10.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T top to base (50/person),100.0,Expense,INR
2016-11-19 11:58:28,Cash,Food,beverage,lemon juice ( 20/person),40.0,Expense,INR
2016-11-19 11:58:28,Cash,Other,Pocket money,"Puja saman (150 for 5 Nariyal, 400 for 1kg sweets and 190 for rest)",740.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,ropeway,ropeway Place T to and fro (169/person),338.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,auto,within city,80.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR
2016-11-19 12:12:00,Cash,Other,Pocket money,Sayaji baug express (50/adult),100.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,Bus,Place T to brc,94.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,auto,ola auto - BRC ,40.0,Expense,INR
2016-11-19 12:12:00,Cash,Food,chocolate,poppins,2.0,Expense,INR
2016-11-19 12:12:00,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-19 12:12:00,Cash,Food,Water,two water bottles,40.0,Expense,INR
2016-11-19 12:12:00,Saving Bank account 1,Food,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,INR
2016-11-20 11:58:05,Cash,Transportation,auto,Locality V to Permanent Residence,50.0,Expense,INR
2016-11-21 09:41:12,Cash,Health,Medicine,strepsils,15.0,Expense,INR
2016-11-21 09:41:12,Cash,Transportation,auto,within city,70.0,Expense,INR
2016-11-21 09:41:12,Cash,Transportation,auto,within city,50.0,Expense,INR
2016-11-25 09:27:45,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-28 06:17:10,Cash,Food,Ice cream,mava 1 large,20.0,Expense,INR
2016-11-28 18:03:47,Cash,Other,Pocket money,flour mill,8.0,Expense,INR
2016-11-28 18:04:08,Saving Bank account 1,Household,Appliances,Metz 32 inch TV,20500.0,Expense,INR
2016-11-29 21:44:34,Cash,Other,misc,Himalaya shampoo,60.0,Expense,INR
2016-11-30 06:53:26,Saving Bank account 1,Utilities,Mobile Service Provider,mobile recharge sim 2,98.0,Expense,INR
2016-11-30 11:32:14,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-11-30 20:00:34,Saving Bank account 1,Other,clothes,leggings,500.0,Expense,INR
2016-12-01 17:30:15,Cash,Shopping,Footwear,slippers,200.0,Expense,INR
2016-12-04 12:46:44,Saving Bank account 1,Investment,RD,No Notes,1000.0,Expense,INR
2016-12-04 13:03:39,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-12-06 09:41:58,Cash,Food,Eggs,No Notes,84.0,Expense,INR
2016-12-06 13:51:25,Saving Bank account 1,Utilities,Mobile Service Provider,No Notes,251.0,Expense,INR
2016-12-07 09:13:35,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
2016-12-07 12:36:33,Saving Bank account 1,Investment,RD,No Notes,1000.0,Expense,INR
2016-12-09 09:17:56,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20.0,Expense,INR
2016-12-09 12:55:21,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2016-12-09 13:40:15,Cash,Food,Grocery,bread,35.0,Expense,INR
2016-12-10 11:01:14,Saving Bank account 1,Food,Grocery,coconut,150.0,Expense,INR
2016-12-11 08:51:41,Cash,Health,Medicine,mouth fresh,55.0,Expense,INR
2016-12-11 13:18:38,Cash,Food,snacks,Bombay vada pav,10.0,Expense,INR
2016-12-13 18:20:35,Saving Bank account 1,Shopping,Laundry,farewell contribution,350.0,Expense,INR
2016-12-13 21:42:22,Cash,Household,Toiletries,oralB toothbrush with cap,25.0,Expense,INR
2016-12-13 21:43:57,Cash,Other,Pocket money,kalnirnay calender,35.0,Expense,INR
2016-12-14 21:43:10,Cash,Food,vegetables,No Notes,200.0,Expense,INR
2016-12-17 13:42:21,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-18 20:18:37,Saving Bank account 1,Other,Pocket money,No Notes,2000.0,Expense,INR
2016-12-19 17:07:37,Cash,Food,fruits,1 kg mosambi 1 kg apple,170.0,Expense,INR
2016-12-19 17:08:11,Cash,Food,snacks,chips 1 Kurkure (19) 1 lays (10),29.0,Expense,INR
2016-12-19 18:28:42,Saving Bank account 1,Household,Toiletries,sensitive toothbrush,49.0,Expense,INR
2016-12-19 18:29:12,Cash,Food,snacks,2 dabeli,30.0,Expense,INR
2016-12-21 19:58:12,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1 - Novelty tour and travels,1900.0,Expense,INR
2016-12-21 19:59:20,Saving Bank account 1,Transportation,train,LTT to Place 2 cancellation,251.8,Expense,INR
2016-12-21 21:57:01,Saving Bank account 1,Other,clothes,sweater,1874.0,Expense,INR
2016-12-22 10:39:06,Saving Bank account 1,Transportation,train,Place 5 to Place 1 sevagram,11.8,Expense,INR
2016-12-22 11:15:36,Saving Bank account 1,Shopping,Laundry,farewell contribution,285.0,Expense,INR
2016-12-25 14:10:11,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2016-12-28 18:40:50,Saving Bank account 1,Other,Pocket money,specs,1780.0,Expense,INR
2016-12-28 18:41:14,Cash,Food,Grocery,Monaco biscuits,10.0,Expense,INR
2016-12-29 07:40:31,Saving Bank account 1,Shopping,Laundry,Nokia 215 mobile for Aai,3195.0,Expense,INR
2016-12-29 07:56:02,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,INR
2016-12-29 09:00:28,Saving Bank account 1,Utilities,Tata Sky,No Notes,214.0,Expense,INR
2016-12-29 18:06:14,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14.0,Expense,INR
2016-12-29 19:16:32,Cash,Food,snacks,2 chips packets,10.0,Expense,INR
2016-12-29 19:17:33,Cash,Other,Pocket money,xerox,25.0,Expense,INR
2016-12-30 21:30:17,Cash,Transportation,auto,Permanent Residence to bus stand,100.0,Expense,INR
2016-12-31 09:09:24,Saving Bank account 1,Food,Grocery,edible oil,160.0,Expense,INR
2016-12-31 13:47:26,Cash,Utilities,Edtech Course,EMI 1,2816.0,Expense,INR
2016-12-31 15:39:35,Saving Bank account 1,Food,Lunch,veg fried rice,170.0,Expense,INR
2016-12-31 15:40:02,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24.0,Expense,INR
2016-12-31 17:39:16,Saving Bank account 1,Shopping,Laundry,Birthday gift,1096.0,Expense,INR
2016-12-31 19:34:55,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR
2016-12-31 20:11:24,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375.0,Expense,INR
2016-12-31 20:11:24,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR
2017-01-01 08:45:15,Saving Bank account 1,Health,Hospital,Doctor Fees,300.0,Expense,INR
2017-01-01 13:07:58,Saving Bank account 1,Health,Medicine,antibiotics,354.0,Expense,INR
2017-01-01 13:21:37,Saving Bank account 1,Food,Dinner,pizza meal,340.0,Expense,INR
2017-01-01 13:30:59,Cash,Food,Grocery,1kg atta,40.0,Expense,INR
2017-01-01 18:09:49,Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,50.0,Expense,INR
2017-01-01 18:55:47,Saving Bank account 1,Food,Grocery,fruits and vegetables,510.0,Expense,INR
2017-01-02 13:14:00,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-01-02 13:16:21,Saving Bank account 1,Food,Milk,half liter buffalo,33.0,Expense,INR
2017-01-03 13:08:08,Cash,Household,Hardware,measuring tape,50.0,Expense,INR
2017-01-04 12:07:48,Cash,Food,Grocery,Half kg potato,10.0,Expense,INR
2017-01-04 13:19:13,Cash,Food,snacks,egg roll,40.0,Expense,INR
2017-01-04 18:20:26,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52.0,Expense,INR
2017-01-05 09:25:07,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-01-05 09:27:09,Saving Bank account 1,Shopping,Clothing,H&M Tshirt for Family,599.0,Expense,INR
2017-01-05 12:26:56,Saving Bank account 1,Other,Pocket money,To savings account,100.0,Expense,INR
2017-01-05 12:30:44,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47.0,Expense,INR
2017-01-05 13:41:49,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-01-05 13:54:36,Cash,Transportation,Train,2 Place 0 to WS single,10.0,Expense,INR
2017-01-05 17:53:57,Saving Bank account 1,Food,Dinner,2 Fried rice,321.0,Expense,INR
2017-01-05 19:36:56,Saving Bank account 1,Shopping,Clothing,Shorts for Family,399.0,Expense,INR
2017-01-06 09:10:58,Saving Bank account 1,Food,Milk,milk 1lit ,65.0,Expense,INR
2017-01-06 09:34:44,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-01-07 13:13:41,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0,Expense,INR
2017-01-08 09:54:52,Saving Bank account 1,Shopping,Clothing,Myntra - tshirt+ denim shorts,399.0,Expense,INR
2017-01-08 12:32:33,Cash,Health,Medicine,4 paracetamol tablets,10.0,Expense,INR
2017-01-09 08:38:12,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-01-10 09:29:37,Saving Bank account 1,Utilities,Hotstar,3 months subscription Mobile,149.0,Expense,INR
2017-01-11 12:39:30,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-01-12 09:28:47,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2017-01-12 13:50:53,Saving Bank account 1,Food,Lunch,Catering Service ( 5 methi paranthe),125.0,Expense,INR
2017-01-15 08:25:53,Cash,Food,Grocery,fruits and vegetables + kirana,540.0,Expense,INR
2017-01-15 08:25:53,Cash,Food,Grocery,chole + shev,140.0,Expense,INR
2017-01-16 08:25:05,Saving Bank account 1,Other,Pocket money,adhar pvc card order,50.0,Expense,INR
2017-01-16 11:01:54,Saving Bank account 1,Household,Furniture,chair pair,2400.0,Expense,INR
2017-01-16 16:02:53,Cash,Transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR
2017-01-19 00:12:27,Saving Bank account 1,Other,medicine,syrup,145.0,Expense,INR
2017-01-19 00:13:03,Cash,Food,snacks,2 Bombay vada pav,20.0,Expense,INR
2017-01-20 19:23:37,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-01-21 19:23:37,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge,149.0,Expense,INR
2017-01-22 19:20:19,Cash,Food,Grocery,No Notes,410.0,Expense,INR
2017-01-22 19:20:35,Saving Bank account 1,Other,Pocket money,No Notes,2000.0,Expense,INR
2017-01-23 11:27:32,Saving Bank account 1,Shopping,Laundry,Birthday gift,649.0,Expense,INR
2017-01-23 19:16:16,Saving Bank account 1,Utilities,Tata Sky,No Notes,181.0,Expense,INR
2017-01-29 19:22:36,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-29 19:23:08,Cash,Transportation,Bus,2 tickets Place 2 to N,510.0,Expense,INR
2017-01-29 19:23:34,Cash,Transportation,auto,within city,30.0,Expense,INR
2017-01-29 19:24:30,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-29 19:24:54,Saving Bank account 1,Food,breakfast,brown bread,35.0,Expense,INR
2017-01-29 19:26:04,Cash,Food,snacks,2 Shegaon kachori (nasik),30.0,Expense,INR
2017-01-29 20:19:46,Cash,Food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR
2017-01-29 20:20:15,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250.0,Expense,INR
2017-01-30 07:24:02,Cash,Food,snacks,single pav vada,15.0,Expense,INR
2017-01-30 07:24:02,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-01-31 09:22:32,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
2017-02-01 08:30:14,Cash,Household,Kitchen,belan,110.0,Expense,INR
2017-02-01 13:44:14,Cash,Transportation,auto,Current Residence to Place 0,60.0,Expense,INR
2017-02-01 18:12:46,Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386.0,Expense,INR
2017-02-02 08:14:04,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-02 17:39:02,Saving Bank account 1,Food,Dinner,At restaurant,1160.0,Expense,INR
2017-02-05 12:18:14,Saving Bank account 1,Food,Tea,2 cups,20.0,Expense,INR
2017-02-05 13:21:57,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-02-05 17:25:53,Saving Bank account 1,Shopping,Footwear,Puma Troy mu running shoes,2421.0,Expense,INR
2017-02-05 17:48:08,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
2017-02-06 12:45:58,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
2017-02-06 17:18:41,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
2017-02-07 17:37:13,Saving Bank account 1,Food,Ice cream,7 mava kulfie,140.0,Expense,INR
2017-02-08 09:36:23,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-02-08 12:00:37,Saving Bank account 1,Food,snacks,Maggie 1 pck,14.0,Expense,INR
2017-02-08 12:27:31,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.0,Expense,INR
2017-02-10 17:14:10,Credit Card,Household,Kirana,Supermart,3055.0,Expense,INR
2017-02-11 12:29:30,Cash,Other,Pocket money,Dambar goli 2 packets ( Naphthalene balls),130.0,Expense,INR
2017-02-11 13:51:07,Cash,Food,snacks,2 pavwada,20.0,Expense,INR
2017-02-12 09:36:14,Saving Bank account 1,Food,Milk,milk 1lit ,69.0,Expense,INR
2017-02-12 13:07:11,Saving Bank account 1,Food,Ice cream,chocobar,35.0,Expense,INR
2017-02-13 17:20:15,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-16 17:32:36,Saving Bank account 1,Shopping,Laundry,farewell contribution,400.0,Expense,INR
2017-02-18 11:12:58,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR
2017-02-18 13:19:49,Cash,Other,Pocket money,No Notes,500.0,Expense,INR
2017-02-19 08:04:37,Cash,Education,Stationary,laminated colour print out,25.0,Expense,INR
2017-02-19 08:04:37,Cash,Food,beverage,sugarcane juice 2,30.0,Expense,INR
2017-02-19 08:04:37,Saving Bank account 1,Shopping,Clothing,undergarments pair of Jockey,498.0,Expense,INR
2017-02-21 22:00:35,Cash,Food,snacks,pav vada,10.0,Expense,INR
2017-02-22 21:59:31,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500.0,Expense,INR
2017-02-22 22:00:06,Cash,Education,Stationary,stamp pad,30.0,Expense,INR
2017-02-23 02:14:24,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Lunch,At restaurant,100.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Tea,3 tea yevle amrutullya,30.0,Expense,INR
2017-02-24 13:09:50,Cash,Food,Grocery,milk 1 lit + butter milk,75.0,Expense,INR
2017-02-25 13:21:15,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247.0,Expense,INR
2017-02-25 20:29:44,Saving Bank account 1,Utilities,Tata Sky,No Notes,100.0,Expense,INR
2017-02-25 20:39:26,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR
2017-02-25 20:40:36,Cash,Household,Kitchen,hp cylinder,920.0,Expense,INR
2017-02-25 20:41:26,Cash,Household,Appliances,tube and inverter fitting,1600.0,Expense,INR
2017-02-25 20:41:26,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500.0,Expense,INR
2017-02-26 00:00:25,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58.0,Expense,INR
2017-02-26 00:01:25,Cash,Household,Kitchen,dustbin + basin sink cover,360.0,Expense,INR
2017-02-26 10:54:45,Saving Bank account 1,Household,Kirana,No Notes,846.0,Expense,INR
2017-02-26 23:59:09,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-26 23:59:58,Cash,Transportation,Train,Place 0 to WS returns,20.0,Expense,INR
2017-02-27 09:17:17,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76.0,Expense,INR
2017-02-27 09:18:03,Cash,Household,Appliances,3 Wall clock cell,55.0,Expense,INR
2017-02-27 18:31:38,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-27 18:42:27,Cash,Transportation,Train,2 TB return,40.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,auto,Santacruz to Kalina University,57.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,Train,2 Santacruz return,80.0,Expense,INR
2017-02-28 12:32:35,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-02-28 22:01:48,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40.0,Expense,INR
2017-02-28 22:06:58,Cash,Food,breakfast,sugarcane juice 2,30.0,Expense,INR
2017-02-28 22:07:25,Cash,Transportation,Train,2 Santacruz to churchgate,20.0,Expense,INR
2017-02-28 22:08:33,Saving Bank account 1,Food,Dinner,At restaurant,2421.0,Expense,INR
2017-02-28 22:09:03,Cash,Other,Pocket money,fine,400.0,Expense,INR
2017-02-28 22:09:27,Cash,Food,Tea,No Notes,10.0,Expense,INR
2017-02-28 22:09:39,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12.0,Expense,INR
2017-02-28 22:11:09,Cash,Transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR
2017-02-28 22:13:04,Cash,Transportation,auto,Place 0 to Current Residence,30.0,Expense,INR
2017-02-28 22:13:41,Cash,Food,Grocery,sabudana + rajgira ladu,85.0,Expense,INR
2017-02-28 22:13:41,Cash,Transportation,Taxi,within city,40.0,Expense,INR
2017-03-01 08:02:25,Cash,Food,Lunch,2 uttapam,310.0,Expense,INR
2017-03-01 12:06:06,Cash,Food,chocolate,Pastry 2,50.0,Expense,INR
2017-03-01 12:06:52,Cash,Food,Lunch,farm house pizza,330.0,Expense,INR
2017-03-01 12:25:12,Saving Bank account 1,Food,Milk,milk 0.5 lit ,31.0,Expense,INR
2017-03-01 12:33:36,Cash,Transportation,train,Place 0 to WS returns,20.0,Expense,INR
2017-03-01 13:24:20,Saving Bank account 1,Utilities,Edtech Course,No Notes,2816.92,Expense,INR
2017-03-01 13:51:09,Cash,Entertainment,Movie,Imax 3D,400.0,Expense,INR
2017-03-01 17:49:13,Cash,Food,Water,No Notes,70.0,Expense,INR
2017-03-01 17:53:09,Cash,Food,Tea,yevle amrutullya,20.0,Expense,INR
2017-03-01 17:55:53,Cash,Food,Grocery,fruits and vegetables,140.0,Expense,INR
2017-03-01 18:01:51,Cash,Transportation,auto,Current Residence to Place 0,30.0,Expense,INR
2017-03-02 09:51:17,Saving Bank account 1,Food,snacks,chicken roll,50.0,Expense,INR
2017-03-02 12:04:37,Cash,Food,beverage,shreejal 1,12.0,Expense,INR
2017-03-02 13:03:59,Cash,Food,breakfast,parle top biscuits,10.0,Expense,INR
2017-03-02 13:55:15,Cash,Health,Medicine,meftal spas,8.0,Expense,INR
2017-03-02 17:09:14,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.1,Expense,INR
2017-03-02 17:46:15,Saving Bank account 1,Food,Dinner,parath + chicken biryani,412.25,Expense,INR
2017-03-03 13:04:42,Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,Expense,INR
2017-03-04 13:00:03,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR
2017-03-04 18:05:58,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.1,Expense,INR
2017-03-05 08:29:13,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-03-05 09:54:49,Cash,Transportation,Train,Place 0 to Place 6 return,10.0,Expense,INR
2017-03-05 11:49:21,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100.0,Expense,INR
2017-03-05 12:21:19,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-03-05 13:18:49,Saving Bank account 1,Shopping,Laundry,Decathlon shoes,1811.0,Expense,INR
2017-03-05 17:09:46,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.1,Expense,INR
2017-03-05 17:40:30,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,INR
2017-03-05 18:42:08,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR
2017-03-06 12:13:43,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,INR
2017-03-06 12:26:10,Saving Bank account 1,Household,Kirana,Supermart,267.0,Expense,INR
2017-03-06 13:35:33,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-03-06 17:49:27,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.1,Expense,INR
2017-03-07 17:22:28,Saving Bank account 1,Utilities,Newspaper,No Notes,170.0,Expense,INR
2017-03-07 17:36:29,Saving Bank account 1,Other,Pocket money,Devi Temple,5.0,Expense,INR
2017-03-08 12:46:11,Saving Bank account 1,Utilities,Newspaper,No Notes,170.0,Expense,INR
2017-03-09 09:49:45,Saving Bank account 1,Utilities,Newspaper,No Notes,170.0,Expense,INR
2017-03-09 17:44:51,Saving Bank account 1,Other,Pocket money,clock cell,15.0,Expense,INR
2017-03-11 09:57:08,Saving Bank account 1,Utilities,Edtech Course,No Notes,2700.0,Expense,INR
2017-03-12 08:38:27,Saving Bank account 1,Food,Lunch,Home Food Delivery - Chicken lollypop 8 pcs 190 + chicken manchow soup 100,290.0,Expense,INR
2017-03-12 12:05:35,Cash,Shopping,grooming,hair cut+shaving,160.0,Expense,INR
2017-03-12 13:56:52,Cash,Other,Pocket money,2 kg soil,20.0,Expense,INR
2017-03-12 17:48:59,Cash,Food,snacks,Shev Puri,30.0,Expense,INR
2017-03-13 14:08:00,Cash,Household,Hardware,ceiling fans repair,1600.0,Expense,INR
2017-03-13 21:30:25,Cash,Shopping,grooming,hair cut,100.0,Expense,INR
2017-03-13 21:46:14,Cash,Household,Hardware,Wall hanging clipboard,400.0,Expense,INR
2017-03-13 21:47:02,Cash,Food,Grocery,No Notes,100.0,Expense,INR
2017-03-14 20:20:07,Cash,Household,Hardware,2 bath stool,300.0,Expense,INR
2017-03-15 06:17:32,Cash,Food,Ice cream,2 softy,40.0,Expense,INR
2017-03-15 06:17:55,Cash,Household,Kitchen,drainage powder,50.0,Expense,INR
2017-03-15 06:17:55,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111.0,Expense,INR
